"tab_code","表章項目","cat01_code","在留資格（在留目的）","cat03_code","国籍","time_code","時間軸（年次）","unit","value"
"101","人数","1300","就学","401","コロンビア","2009000000","2009年","人","9"
"101","人数","1300","就学","401","コロンビア","2008000000","2008年","人","11"
"101","人数","1300","就学","401","コロンビア","2007000000","2007年","人","10"
"101","人数","1300","就学","401","コロンビア","2006000000","2006年","人","7"
"101","人数","1300","就学","406","エクアドル","2009000000","2009年","人","6"
"101","人数","1300","就学","406","エクアドル","2008000000","2008年","人","3"
"101","人数","1300","就学","406","エクアドル","2007000000","2007年","人","3"
"101","人数","1300","就学","406","エクアドル","2006000000","2006年","人","3"
"101","人数","1300","就学","403","ガイアナ","2009000000","2009年","人","-"
"101","人数","1300","就学","403","ガイアナ","2008000000","2008年","人","-"
"101","人数","1300","就学","403","ガイアナ","2007000000","2007年","人","-"
"101","人数","1300","就学","403","ガイアナ","2006000000","2006年","人","-"
"101","人数","1300","就学","411","パラグアイ","2009000000","2009年","人","1"
"101","人数","1300","就学","411","パラグアイ","2008000000","2008年","人","2"
"101","人数","1300","就学","411","パラグアイ","2007000000","2007年","人","3"
"101","人数","1300","就学","411","パラグアイ","2006000000","2006年","人","4"
"101","人数","1300","就学","407","ペルー","2009000000","2009年","人","7"
"101","人数","1300","就学","407","ペルー","2008000000","2008年","人","7"
"101","人数","1300","就学","407","ペルー","2007000000","2007年","人","9"
"101","人数","1300","就学","407","ペルー","2006000000","2006年","人","11"
"101","人数","1300","就学","404","スリナム","2009000000","2009年","人","-"
"101","人数","1300","就学","404","スリナム","2008000000","2008年","人","-"
"101","人数","1300","就学","404","スリナム","2007000000","2007年","人","-"
"101","人数","1300","就学","404","スリナム","2006000000","2006年","人","-"
"101","人数","1300","就学","412","ウルグアイ","2009000000","2009年","人","-"
"101","人数","1300","就学","412","ウルグアイ","2008000000","2008年","人","-"
"101","人数","1300","就学","412","ウルグアイ","2007000000","2007年","人","-"
"101","人数","1300","就学","412","ウルグアイ","2006000000","2006年","人","-"
"101","人数","1300","就学","402","ベネズエラ","2009000000","2009年","人","3"
"101","人数","1300","就学","402","ベネズエラ","2008000000","2008年","人","4"
"101","人数","1300","就学","402","ベネズエラ","2007000000","2007年","人","4"
"101","人数","1300","就学","402","ベネズエラ","2006000000","2006年","人","4"
"101","人数","1300","就学","600","オセアニア","2009000000","2009年","人","166"
"101","人数","1300","就学","600","オセアニア","2008000000","2008年","人","180"
"101","人数","1300","就学","600","オセアニア","2007000000","2007年","人","197"
"101","人数","1300","就学","600","オセアニア","2006000000","2006年","人","212"
"101","人数","1300","就学","601","オーストラリア","2009000000","2009年","人","126"
"101","人数","1300","就学","601","オーストラリア","2008000000","2008年","人","136"
"101","人数","1300","就学","601","オーストラリア","2007000000","2007年","人","147"
"101","人数","1300","就学","601","オーストラリア","2006000000","2006年","人","152"
"101","人数","1300","就学","612","フィジー","2009000000","2009年","人","-"
"101","人数","1300","就学","612","フィジー","2008000000","2008年","人","1"
"101","人数","1300","就学","612","フィジー","2007000000","2007年","人","1"
"101","人数","1300","就学","612","フィジー","2006000000","2006年","人","1"
"101","人数","1300","就学","615","キリバス","2009000000","2009年","人","-"
"101","人数","1300","就学","615","キリバス","2008000000","2008年","人","-"
"101","人数","1300","就学","615","キリバス","2007000000","2007年","人","-"
"101","人数","1300","就学","615","キリバス","2006000000","2006年","人","-"
"101","人数","1300","就学","625","マーシャル","2009000000","2009年","人","-"
"101","人数","1300","就学","625","マーシャル","2008000000","2008年","人","-"
"101","人数","1300","就学","625","マーシャル","2007000000","2007年","人","-"
"101","人数","1300","就学","625","マーシャル","2006000000","2006年","人","-"
"101","人数","1300","就学","626","ミクロネシア","2009000000","2009年","人","-"
"101","人数","1300","就学","626","ミクロネシア","2008000000","2008年","人","-"
"101","人数","1300","就学","626","ミクロネシア","2007000000","2007年","人","-"
"101","人数","1300","就学","626","ミクロネシア","2006000000","2006年","人","-"
"101","人数","1300","就学","606","ニュージーランド","2009000000","2009年","人","32"
"101","人数","1300","就学","606","ニュージーランド","2008000000","2008年","人","32"
"101","人数","1300","就学","606","ニュージーランド","2007000000","2007年","人","40"
"101","人数","1300","就学","606","ニュージーランド","2006000000","2006年","人","46"
"101","人数","1300","就学","617","ナウル","2009000000","2009年","人","-"
"101","人数","1300","就学","617","ナウル","2008000000","2008年","人","-"
"101","人数","1300","就学","617","ナウル","2007000000","2007年","人","-"
"101","人数","1300","就学","617","ナウル","2006000000","2006年","人","-"
"101","人数","1300","就学","602","パプアニューギニア","2009000000","2009年","人","-"
"101","人数","1300","就学","602","パプアニューギニア","2008000000","2008年","人","-"
"101","人数","1300","就学","602","パプアニューギニア","2007000000","2007年","人","-"
"101","人数","1300","就学","602","パプアニューギニア","2006000000","2006年","人","1"
"101","人数","1300","就学","628","パラオ","2009000000","2009年","人","-"
"101","人数","1300","就学","628","パラオ","2008000000","2008年","人","-"
"101","人数","1300","就学","628","パラオ","2007000000","2007年","人","-"
"101","人数","1300","就学","628","パラオ","2006000000","2006年","人","-"
"101","人数","1300","就学","613","ソロモン","2009000000","2009年","人","-"
"101","人数","1300","就学","613","ソロモン","2008000000","2008年","人","-"
"101","人数","1300","就学","613","ソロモン","2007000000","2007年","人","-"
"101","人数","1300","就学","613","ソロモン","2006000000","2006年","人","-"
"101","人数","1300","就学","614","トンガ","2009000000","2009年","人","6"
"101","人数","1300","就学","614","トンガ","2008000000","2008年","人","9"
"101","人数","1300","就学","614","トンガ","2007000000","2007年","人","9"
"101","人数","1300","就学","614","トンガ","2006000000","2006年","人","12"
"101","人数","1300","就学","624","ツバル","2009000000","2009年","人","1"
"101","人数","1300","就学","624","ツバル","2008000000","2008年","人","1"
"101","人数","1300","就学","624","ツバル","2006000000","2006年","人","-"
"101","人数","1300","就学","611","バヌアツ","2009000000","2009年","人","1"
"101","人数","1300","就学","611","バヌアツ","2008000000","2008年","人","1"
"101","人数","1300","就学","611","バヌアツ","2007000000","2007年","人","-"
"101","人数","1300","就学","611","バヌアツ","2006000000","2006年","人","-"
"101","人数","1300","就学","610","サモア","2009000000","2009年","人","-"
"101","人数","1300","就学","610","サモア","2008000000","2008年","人","-"
"101","人数","1300","就学","610","サモア","2007000000","2007年","人","-"
"101","人数","1300","就学","610","サモア","2006000000","2006年","人","-"
"101","人数","1300","就学","950","無国籍","2009000000","2009年","人","13"
"101","人数","1300","就学","950","無国籍","2008000000","2008年","人","19"
"101","人数","1300","就学","950","無国籍","2007000000","2007年","人","23"
"101","人数","1300","就学","950","無国籍","2006000000","2006年","人","21"
"101","人数","1310","研修","000","総数","2011000000","2011年","人","3388"
"101","人数","1310","研修","000","総数","2010000000","2010年","人","9343"
"101","人数","1310","研修","000","総数","2009000000","2009年","人","65209"
"101","人数","1310","研修","000","総数","2008000000","2008年","人","86826"
"101","人数","1310","研修","000","総数","2007000000","2007年","人","88086"
"101","人数","1310","研修","000","総数","2006000000","2006年","人","70519"
"101","人数","1310","研修","100","アジア","2011000000","2011年","人","3066"
"101","人数","1310","研修","100","アジア","2010000000","2010年","人","9000"
"101","人数","1310","研修","100","アジア","2009000000","2009年","人","64813"
"101","人数","1310","研修","100","アジア","2008000000","2008年","人","86398"
"101","人数","1310","研修","100","アジア","2007000000","2007年","人","87485"
"101","人数","1310","研修","100","アジア","2006000000","2006年","人","69833"
"101","人数","1310","研修","130","アフガニスタン","2011000000","2011年","人","2"
"101","人数","1310","研修","130","アフガニスタン","2010000000","2010年","人","1"
"101","人数","1310","研修","130","アフガニスタン","2009000000","2009年","人","4"
"101","人数","1310","研修","130","アフガニスタン","2008000000","2008年","人","6"
"101","人数","1310","研修","130","アフガニスタン","2007000000","2007年","人","2"
"101","人数","1310","研修","130","アフガニスタン","2006000000","2006年","人","3"
"101","人数","1310","研修","147","アラブ首長国連邦","2011000000","2011年","人","-"
"101","人数","1310","研修","147","アラブ首長国連邦","2010000000","2010年","人","-"
"101","人数","1310","研修","147","アラブ首長国連邦","2009000000","2009年","人","-"
"101","人数","1310","研修","147","アラブ首長国連邦","2008000000","2008年","人","-"
"101","人数","1310","研修","147","アラブ首長国連邦","2007000000","2007年","人","-"
"101","人数","1310","研修","147","アラブ首長国連邦","2006000000","2006年","人","-"
"101","人数","1310","研修","122","ミャンマー","2011000000","2011年","人","34"
"101","人数","1310","研修","122","ミャンマー","2010000000","2010年","人","39"
"101","人数","1310","研修","122","ミャンマー","2009000000","2009年","人","139"
"101","人数","1310","研修","122","ミャンマー","2008000000","2008年","人","201"
"101","人数","1310","研修","122","ミャンマー","2007000000","2007年","人","264"
"101","人数","1310","研修","122","ミャンマー","2006000000","2006年","人","191"
"101","人数","1310","研修","135","バーレーン","2011000000","2011年","人","-"
"101","人数","1310","研修","135","バーレーン","2010000000","2010年","人","-"
"101","人数","1310","研修","135","バーレーン","2009000000","2009年","人","-"
"101","人数","1310","研修","135","バーレーン","2008000000","2008年","人","1"
"101","人数","1310","研修","135","バーレーン","2007000000","2007年","人","-"
"101","人数","1310","研修","135","バーレーン","2006000000","2006年","人","1"
"101","人数","1310","研修","132","ブータン","2011000000","2011年","人","2"
"101","人数","1310","研修","132","ブータン","2010000000","2010年","人","2"
"101","人数","1310","研修","132","ブータン","2009000000","2009年","人","3"
"101","人数","1310","研修","132","ブータン","2008000000","2008年","人","3"
"101","人数","1310","研修","132","ブータン","2007000000","2007年","人","4"
"101","人数","1310","研修","132","ブータン","2006000000","2006年","人","4"
"101","人数","1310","研修","127","バングラデシュ","2011000000","2011年","人","22"
"101","人数","1310","研修","127","バングラデシュ","2010000000","2010年","人","35"
"101","人数","1310","研修","127","バングラデシュ","2009000000","2009年","人","40"
"101","人数","1310","研修","127","バングラデシュ","2008000000","2008年","人","42"
"101","人数","1310","研修","127","バングラデシュ","2007000000","2007年","人","73"
"101","人数","1310","研修","127","バングラデシュ","2006000000","2006年","人","94"
"101","人数","1310","研修","116","ブルネイ","2011000000","2011年","人","1"
"101","人数","1310","研修","116","ブルネイ","2010000000","2010年","人","3"
"101","人数","1310","研修","116","ブルネイ","2009000000","2009年","人","1"
"101","人数","1310","研修","116","ブルネイ","2008000000","2008年","人","2"
"101","人数","1310","研修","116","ブルネイ","2007000000","2007年","人","2"
"101","人数","1310","研修","116","ブルネイ","2006000000","2006年","人","2"
"101","人数","1310","研修","120","カンボジア","2011000000","2011年","人","16"
"101","人数","1310","研修","120","カンボジア","2010000000","2010年","人","15"
"101","人数","1310","研修","120","カンボジア","2009000000","2009年","人","131"
"101","人数","1310","研修","120","カンボジア","2008000000","2008年","人","108"
"101","人数","1310","研修","120","カンボジア","2007000000","2007年","人","116"
"101","人数","1310","研修","120","カンボジア","2006000000","2006年","人","90"
"101","人数","1310","研修","125","スリランカ","2011000000","2011年","人","51"
"101","人数","1310","研修","125","スリランカ","2010000000","2010年","人","63"
"101","人数","1310","研修","125","スリランカ","2009000000","2009年","人","113"
"101","人数","1310","研修","125","スリランカ","2008000000","2008年","人","119"
"101","人数","1310","研修","125","スリランカ","2007000000","2007年","人","142"
"101","人数","1310","研修","125","スリランカ","2006000000","2006年","人","178"
"101","人数","1310","研修","105","中国","2011000000","2011年","人","1275"
"101","人数","1310","研修","105","中国","2010000000","2010年","人","5602"
"101","人数","1310","研修","105","中国","2009000000","2009年","人","50487"
"101","人数","1310","研修","105","中国","2008000000","2008年","人","65716"
"101","人数","1310","研修","105","中国","2007000000","2007年","人","66576"
"101","人数","1310","研修","105","中国","2006000000","2006年","人","52901"
"101","人数","1310","研修","233","キプロス","2011000000","2011年","人","-"
"101","人数","1310","研修","233","キプロス","2010000000","2010年","人","-"
"101","人数","1310","研修","233","キプロス","2009000000","2009年","人","-"
"101","人数","1310","研修","233","キプロス","2008000000","2008年","人","-"
"101","人数","1310","研修","233","キプロス","2007000000","2007年","人","-"
"101","人数","1310","研修","233","キプロス","2006000000","2006年","人","-"
"101","人数","1310","研修","128","東ティモール","2011000000","2011年","人","3"
"101","人数","1310","研修","128","東ティモール","2010000000","2010年","人","3"
"101","人数","1310","研修","128","東ティモール","2009000000","2009年","人","2"
"101","人数","1310","研修","128","東ティモール","2008000000","2008年","人","1"
"101","人数","1310","研修","128","東ティモール","2007000000","2007年","人","1"
"101","人数","1310","研修","128","東ティモール","2006000000","2006年","人","1"
"101","人数","1310","研修","123","インド","2011000000","2011年","人","127"
"101","人数","1310","研修","123","インド","2010000000","2010年","人","184"
"101","人数","1310","研修","123","インド","2009000000","2009年","人","159"
"101","人数","1310","研修","123","インド","2008000000","2008年","人","150"
"101","人数","1310","研修","123","インド","2007000000","2007年","人","143"
"101","人数","1310","研修","123","インド","2006000000","2006年","人","142"
"101","人数","1310","研修","118","インドネシア","2011000000","2011年","人","260"
"101","人数","1310","研修","118","インドネシア","2010000000","2010年","人","743"
"101","人数","1310","研修","118","インドネシア","2009000000","2009年","人","3053"
"101","人数","1310","研修","118","インドネシア","2008000000","2008年","人","5085"
"101","人数","1310","研修","118","インドネシア","2007000000","2007年","人","5069"
"101","人数","1310","研修","118","インドネシア","2006000000","2006年","人","4407"
"101","人数","1310","研修","133","イラン","2011000000","2011年","人","1"
"101","人数","1310","研修","133","イラン","2010000000","2010年","人","2"
"101","人数","1310","研修","133","イラン","2009000000","2009年","人","1"
"101","人数","1310","研修","133","イラン","2008000000","2008年","人","6"
"101","人数","1310","研修","133","イラン","2007000000","2007年","人","4"
"101","人数","1310","研修","133","イラン","2006000000","2006年","人","5"
"101","人数","1310","研修","134","イラク","2011000000","2011年","人","1"
"101","人数","1310","研修","134","イラク","2010000000","2010年","人","3"
"101","人数","1310","研修","134","イラク","2009000000","2009年","人","-"
"101","人数","1310","研修","134","イラク","2008000000","2008年","人","3"
"101","人数","1310","研修","134","イラク","2007000000","2007年","人","4"
"101","人数","1310","研修","134","イラク","2006000000","2006年","人","5"
"101","人数","1310","研修","143","イスラエル","2011000000","2011年","人","-"
"101","人数","1310","研修","143","イスラエル","2010000000","2010年","人","-"
"101","人数","1310","研修","143","イスラエル","2009000000","2009年","人","-"
"101","人数","1310","研修","143","イスラエル","2008000000","2008年","人","-"
"101","人数","1310","研修","143","イスラエル","2007000000","2007年","人","-"
"101","人数","1310","研修","143","イスラエル","2006000000","2006年","人","-"
"101","人数","1310","研修","144","ヨルダン","2011000000","2011年","人","3"
"101","人数","1310","研修","144","ヨルダン","2010000000","2010年","人","3"
"101","人数","1310","研修","144","ヨルダン","2009000000","2009年","人","4"
"101","人数","1310","研修","144","ヨルダン","2008000000","2008年","人","4"
"101","人数","1310","研修","144","ヨルダン","2007000000","2007年","人","4"
"101","人数","1310","研修","144","ヨルダン","2006000000","2006年","人","5"
"101","人数","1310","研修","901","韓国・朝鮮","2011000000","2011年","人","49"
"101","人数","1310","研修","901","韓国・朝鮮","2010000000","2010年","人","82"
"101","人数","1310","研修","901","韓国・朝鮮","2009000000","2009年","人","94"
"101","人数","1310","研修","901","韓国・朝鮮","2008000000","2008年","人","147"
"101","人数","1310","研修","901","韓国・朝鮮","2007000000","2007年","人","133"
"101","人数","1310","研修","901","韓国・朝鮮","2006000000","2006年","人","139"
"101","人数","1310","研修","138","クウェート","2011000000","2011年","人","1"
"101","人数","1310","研修","138","クウェート","2010000000","2010年","人","1"
"101","人数","1310","研修","138","クウェート","2009000000","2009年","人","-"
"101","人数","1310","研修","138","クウェート","2008000000","2008年","人","-"
"101","人数","1310","研修","138","クウェート","2007000000","2007年","人","-"
"101","人数","1310","研修","138","クウェート","2006000000","2006年","人","-"
"101","人数","1310","研修","121","ラオス","2011000000","2011年","人","14"
"101","人数","1310","研修","121","ラオス","2010000000","2010年","人","16"
"101","人数","1310","研修","121","ラオス","2009000000","2009年","人","125"
"101","人数","1310","研修","121","ラオス","2008000000","2008年","人","148"
"101","人数","1310","研修","121","ラオス","2007000000","2007年","人","104"
"101","人数","1310","研修","121","ラオス","2006000000","2006年","人","56"
"101","人数","1310","研修","146","レバノン","2011000000","2011年","人","1"
"101","人数","1310","研修","146","レバノン","2010000000","2010年","人","-"
"101","人数","1310","研修","146","レバノン","2009000000","2009年","人","-"
"101","人数","1310","研修","146","レバノン","2008000000","2008年","人","-"
"101","人数","1310","研修","146","レバノン","2007000000","2007年","人","-"
"101","人数","1310","研修","146","レバノン","2006000000","2006年","人","-"
"101","人数","1310","研修","113","マレーシア","2011000000","2011年","人","136"
"101","人数","1310","研修","113","マレーシア","2010000000","2010年","人","124"
"101","人数","1310","研修","113","マレーシア","2009000000","2009年","人","132"
"101","人数","1310","研修","113","マレーシア","2008000000","2008年","人","257"
"101","人数","1310","研修","113","マレーシア","2007000000","2007年","人","254"
"101","人数","1310","研修","113","マレーシア","2006000000","2006年","人","230"
"101","人数","1310","研修","107","モンゴル","2011000000","2011年","人","25"
"101","人数","1310","研修","107","モンゴル","2010000000","2010年","人","43"
"101","人数","1310","研修","107","モンゴル","2009000000","2009年","人","160"
"101","人数","1310","研修","107","モンゴル","2008000000","2008年","人","265"
"101","人数","1310","研修","107","モンゴル","2007000000","2007年","人","251"
"101","人数","1310","研修","107","モンゴル","2006000000","2006年","人","261"
"101","人数","1310","研修","141","オマーン","2011000000","2011年","人","-"
"101","人数","1310","研修","141","オマーン","2010000000","2010年","人","-"
"101","人数","1310","研修","141","オマーン","2009000000","2009年","人","-"
"101","人数","1310","研修","141","オマーン","2008000000","2008年","人","1"
"101","人数","1310","研修","141","オマーン","2007000000","2007年","人","-"
"101","人数","1310","研修","141","オマーン","2006000000","2006年","人","3"
"101","人数","1310","研修","126","モルディブ","2011000000","2011年","人","-"
"101","人数","1310","研修","126","モルディブ","2010000000","2010年","人","-"
"101","人数","1310","研修","126","モルディブ","2009000000","2009年","人","1"
"101","人数","1310","研修","126","モルディブ","2008000000","2008年","人","1"
"101","人数","1310","研修","126","モルディブ","2007000000","2007年","人","2"
"101","人数","1310","研修","126","モルディブ","2006000000","2006年","人","2"
"101","人数","1310","研修","131","ネパール","2011000000","2011年","人","18"
"101","人数","1310","研修","131","ネパール","2010000000","2010年","人","15"
"101","人数","1310","研修","131","ネパール","2009000000","2009年","人","64"
"101","人数","1310","研修","131","ネパール","2008000000","2008年","人","36"
"101","人数","1310","研修","131","ネパール","2007000000","2007年","人","30"
"101","人数","1310","研修","131","ネパール","2006000000","2006年","人","30"
"101","人数","1310","研修","124","パキスタン","2011000000","2011年","人","19"
"101","人数","1310","研修","124","パキスタン","2010000000","2010年","人","17"
"101","人数","1310","研修","124","パキスタン","2009000000","2009年","人","26"
"101","人数","1310","研修","124","パキスタン","2008000000","2008年","人","30"
"101","人数","1310","研修","124","パキスタン","2007000000","2007年","人","34"
"101","人数","1310","研修","124","パキスタン","2006000000","2006年","人","32"
"101","人数","1310","研修","117","フィリピン","2011000000","2011年","人","308"
"101","人数","1310","研修","117","フィリピン","2010000000","2010年","人","730"
"101","人数","1310","研修","117","フィリピン","2009000000","2009年","人","3970"
"101","人数","1310","研修","117","フィリピン","2008000000","2008年","人","4938"
"101","人数","1310","研修","117","フィリピン","2007000000","2007年","人","4919"
"101","人数","1310","研修","117","フィリピン","2006000000","2006年","人","3738"
"101","人数","1310","研修","140","カタール","2011000000","2011年","人","1"
"101","人数","1310","研修","140","カタール","2010000000","2010年","人","-"
"101","人数","1310","研修","140","カタール","2009000000","2009年","人","-"
"101","人数","1310","研修","140","カタール","2008000000","2008年","人","-"
"101","人数","1310","研修","140","カタール","2007000000","2007年","人","-"
"101","人数","1310","研修","140","カタール","2006000000","2006年","人","-"
"101","人数","1310","研修","137","サウジアラビア","2011000000","2011年","人","2"
"101","人数","1310","研修","137","サウジアラビア","2010000000","2010年","人","4"
"101","人数","1310","研修","137","サウジアラビア","2009000000","2009年","人","6"
"101","人数","1310","研修","137","サウジアラビア","2008000000","2008年","人","6"
"101","人数","1310","研修","137","サウジアラビア","2007000000","2007年","人","5"
"101","人数","1310","研修","137","サウジアラビア","2006000000","2006年","人","7"
"101","人数","1310","研修","145","シリア","2011000000","2011年","人","-"
"101","人数","1310","研修","145","シリア","2010000000","2010年","人","3"
"101","人数","1310","研修","145","シリア","2009000000","2009年","人","3"
"101","人数","1310","研修","145","シリア","2008000000","2008年","人","3"
"101","人数","1310","研修","145","シリア","2007000000","2007年","人","3"
"101","人数","1310","研修","145","シリア","2006000000","2006年","人","4"
"101","人数","1310","研修","112","シンガポール","2011000000","2011年","人","3"
"101","人数","1310","研修","112","シンガポール","2010000000","2010年","人","8"
"101","人数","1310","研修","112","シンガポール","2009000000","2009年","人","8"
"101","人数","1310","研修","112","シンガポール","2008000000","2008年","人","19"
"101","人数","1310","研修","112","シンガポール","2007000000","2007年","人","33"
"101","人数","1310","研修","112","シンガポール","2006000000","2006年","人","18"
"101","人数","1310","研修","111","タイ","2011000000","2011年","人","431"
"101","人数","1310","研修","111","タイ","2010000000","2010年","人","587"
"101","人数","1310","研修","111","タイ","2009000000","2009年","人","1725"
"101","人数","1310","研修","111","タイ","2008000000","2008年","人","2324"
"101","人数","1310","研修","111","タイ","2007000000","2007年","人","2583"
"101","人数","1310","研修","111","タイ","2006000000","2006年","人","2121"
"101","人数","1310","研修","234","トルコ","2011000000","2011年","人","2"
"101","人数","1310","研修","234","トルコ","2010000000","2010年","人","7"
"101","人数","1310","研修","234","トルコ","2009000000","2009年","人","6"
"101","人数","1310","研修","234","トルコ","2008000000","2008年","人","11"
"101","人数","1310","研修","234","トルコ","2007000000","2007年","人","20"
"101","人数","1310","研修","234","トルコ","2006000000","2006年","人","15"
"101","人数","1310","研修","110","ベトナム","2011000000","2011年","人","258"
"101","人数","1310","研修","110","ベトナム","2010000000","2010年","人","663"
"101","人数","1310","研修","110","ベトナム","2009000000","2009年","人","4355"
"101","人数","1310","研修","110","ベトナム","2008000000","2008年","人","6763"
"101","人数","1310","研修","110","ベトナム","2007000000","2007年","人","6704"
"101","人数","1310","研修","110","ベトナム","2006000000","2006年","人","5148"
"101","人数","1310","研修","149","イエメン","2011000000","2011年","人","-"
"101","人数","1310","研修","149","イエメン","2010000000","2010年","人","1"
"101","人数","1310","研修","149","イエメン","2009000000","2009年","人","1"
"101","人数","1310","研修","149","イエメン","2008000000","2008年","人","1"
"101","人数","1310","研修","149","イエメン","2007000000","2007年","人","4"
"101","人数","1310","研修","149","イエメン","2006000000","2006年","人","-"
"101","人数","1310","研修","902","パレスチナ","2011000000","2011年","人","-"
"101","人数","1310","研修","902","パレスチナ","2010000000","2010年","人","1"
"101","人数","1310","研修","902","パレスチナ","2009000000","2009年","人","-"
"101","人数","1310","研修","902","パレスチナ","2008000000","2008年","人","1"
"101","人数","1310","研修","902","パレスチナ","2007000000","2007年","人","2"
"101","人数","1310","研修","200","ヨーロッパ","2011000000","2011年","人","59"
"101","人数","1310","研修","200","ヨーロッパ","2010000000","2010年","人","86"
"101","人数","1310","研修","200","ヨーロッパ","2009000000","2009年","人","95"
"101","人数","1310","研修","200","ヨーロッパ","2008000000","2008年","人","88"
"101","人数","1310","研修","200","ヨーロッパ","2007000000","2007年","人","138"
"101","人数","1310","研修","200","ヨーロッパ","2006000000","2006年","人","231"
"101","人数","1310","研修","229","アルバニア","2011000000","2011年","人","-"
"101","人数","1310","研修","229","アルバニア","2010000000","2010年","人","-"
"101","人数","1310","研修","229","アルバニア","2009000000","2009年","人","1"
"101","人数","1310","研修","229","アルバニア","2008000000","2008年","人","1"
"101","人数","1310","研修","229","アルバニア","2007000000","2007年","人","-"
"101","人数","1310","研修","229","アルバニア","2006000000","2006年","人","1"
"101","人数","1310","研修","225","オーストリア","2011000000","2011年","人","-"
"101","人数","1310","研修","225","オーストリア","2010000000","2010年","人","-"
"101","人数","1310","研修","225","オーストリア","2009000000","2009年","人","-"
"101","人数","1310","研修","225","オーストリア","2008000000","2008年","人","-"
"101","人数","1310","研修","225","オーストリア","2007000000","2007年","人","-"
"101","人数","1310","研修","225","オーストリア","2006000000","2006年","人","-"
"101","人数","1310","研修","208","ベルギー","2011000000","2011年","人","-"
"101","人数","1310","研修","208","ベルギー","2010000000","2010年","人","-"
"101","人数","1310","研修","208","ベルギー","2009000000","2009年","人","-"
"101","人数","1310","研修","208","ベルギー","2008000000","2008年","人","-"
"101","人数","1310","研修","208","ベルギー","2007000000","2007年","人","-"
"101","人数","1310","研修","208","ベルギー","2006000000","2006年","人","1"
"101","人数","1310","研修","232","ブルガリア","2011000000","2011年","人","-"
"101","人数","1310","研修","232","ブルガリア","2010000000","2010年","人","1"
"101","人数","1310","研修","232","ブルガリア","2009000000","2009年","人","-"
"101","人数","1310","研修","232","ブルガリア","2008000000","2008年","人","-"
"101","人数","1310","研修","232","ブルガリア","2007000000","2007年","人","1"
"101","人数","1310","研修","232","ブルガリア","2006000000","2006年","人","3"
"101","人数","1310","研修","239","ベラルーシ","2011000000","2011年","人","-"
"101","人数","1310","研修","239","ベラルーシ","2010000000","2010年","人","1"
"101","人数","1310","研修","239","ベラルーシ","2009000000","2009年","人","-"
"101","人数","1310","研修","239","ベラルーシ","2008000000","2008年","人","-"
"101","人数","1310","研修","239","ベラルーシ","2007000000","2007年","人","-"
"101","人数","1310","研修","239","ベラルーシ","2006000000","2006年","人","-"
"101","人数","1310","研修","241","クロアチア","2011000000","2011年","人","-"
"101","人数","1310","研修","241","クロアチア","2010000000","2010年","人","-"
"101","人数","1310","研修","241","クロアチア","2009000000","2009年","人","-"
"101","人数","1310","研修","241","クロアチア","2008000000","2008年","人","-"
"101","人数","1310","研修","241","クロアチア","2007000000","2007年","人","-"
"101","人数","1310","研修","241","クロアチア","2006000000","2006年","人","3"
"101","人数","1310","研修","245","チェコ","2011000000","2011年","人","-"
"101","人数","1310","研修","245","チェコ","2010000000","2010年","人","-"
"101","人数","1310","研修","245","チェコ","2009000000","2009年","人","-"
"101","人数","1310","研修","245","チェコ","2008000000","2008年","人","-"
"101","人数","1310","研修","245","チェコ","2007000000","2007年","人","-"
"101","人数","1310","研修","245","チェコ","2006000000","2006年","人","-"
"101","人数","1310","研修","204","デンマーク","2011000000","2011年","人","-"
"101","人数","1310","研修","204","デンマーク","2010000000","2010年","人","1"
"101","人数","1310","研修","204","デンマーク","2009000000","2009年","人","4"
"101","人数","1310","研修","204","デンマーク","2008000000","2008年","人","-"
"101","人数","1310","研修","204","デンマーク","2007000000","2007年","人","1"
"101","人数","1310","研修","204","デンマーク","2006000000","2006年","人","1"
"101","人数","1310","研修","235","エストニア","2011000000","2011年","人","-"
"101","人数","1310","研修","235","エストニア","2010000000","2010年","人","-"
"101","人数","1310","研修","235","エストニア","2009000000","2009年","人","-"
"101","人数","1310","研修","235","エストニア","2008000000","2008年","人","-"
"101","人数","1310","研修","235","エストニア","2007000000","2007年","人","1"
"101","人数","1310","研修","235","エストニア","2006000000","2006年","人","-"
"101","人数","1310","研修","222","フィンランド","2011000000","2011年","人","1"
"101","人数","1310","研修","222","フィンランド","2010000000","2010年","人","1"
"101","人数","1310","研修","222","フィンランド","2009000000","2009年","人","1"
"101","人数","1310","研修","222","フィンランド","2008000000","2008年","人","1"
"101","人数","1310","研修","222","フィンランド","2007000000","2007年","人","2"
"101","人数","1310","研修","222","フィンランド","2006000000","2006年","人","3"
"101","人数","1310","研修","210","フランス","2011000000","2011年","人","1"
"101","人数","1310","研修","210","フランス","2010000000","2010年","人","2"
"101","人数","1310","研修","210","フランス","2009000000","2009年","人","1"
"101","人数","1310","研修","210","フランス","2008000000","2008年","人","1"
"101","人数","1310","研修","210","フランス","2007000000","2007年","人","2"
"101","人数","1310","研修","210","フランス","2006000000","2006年","人","3"
"101","人数","1310","研修","213","ドイツ","2011000000","2011年","人","3"
"101","人数","1310","研修","213","ドイツ","2010000000","2010年","人","19"
"101","人数","1310","研修","213","ドイツ","2009000000","2009年","人","14"
"101","人数","1310","研修","213","ドイツ","2008000000","2008年","人","17"
